順位,選手名,チーム,打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,year
69,長野　久義,巨人,0.288,128,459,430,66,124,24,3,19,211,52,12,4,2,0,25,4,2,72,10,0.33,0.491,2010
70,稲葉　篤紀,日本ハム,0.287,137,591,530,68,152,36,4,16,244,79,3,0,1,5,43,1,12,86,5,0.351,0.46,2010
70,松本　哲也,巨人,0.287,94,350,317,49,91,13,2,0,108,22,17,4,12,0,17,0,4,56,4,0.331,0.341,2010
72,下園　辰哉,横浜,0.286,131,461,402,41,115,21,3,3,151,28,1,1,6,2,49,2,2,82,8,0.365,0.376,2010
72,稲田　直人,横浜,0.286,22,24,21,3,6,1,0,0,7,1,0,0,1,0,2,1,0,3,0,0.348,0.333,2010
72,堂上　隼人,ソフトバンク,0.286,7,8,7,0,2,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0.286,0.286,2010
75,赤松　真人,広島,0.285,113,320,291,41,83,12,3,4,113,33,20,4,14,4,8,0,3,48,4,0.307,0.388,2010
76,Ｔ−岡田,オリックス,0.284,129,520,461,70,131,31,2,33,265,96,0,0,0,4,49,1,6,136,11,0.358,0.575,2010
77,坂本　勇人,巨人,0.281,144,676,609,107,171,35,4,31,307,85,14,4,10,7,47,2,3,83,6,0.332,0.504,2010
77,阿部　慎之助,巨人,0.281,140,569,498,85,140,27,2,44,303,92,0,0,1,1,58,3,11,91,8,0.368,0.608,2010
77,倉　義和,広島,0.281,45,105,89,12,25,3,0,2,34,13,1,0,4,0,10,3,2,20,4,0.366,0.382,2010
80,鈴木　尚広,巨人,0.28,61,26,25,15,7,0,0,0,7,4,10,5,0,0,1,0,0,9,1,0.308,0.28,2010
81,小久保　裕紀,ソフトバンク,0.279,112,469,427,60,119,22,0,15,186,68,1,2,1,3,34,0,4,69,4,0.335,0.436,2010
81,日高　剛,オリックス,0.279,79,243,219,18,61,9,0,6,88,24,0,0,4,1,18,1,1,25,8,0.335,0.402,2010
83,鵜久森　淳志,日本ハム,0.278,23,40,36,4,10,0,1,0,12,2,0,0,0,0,2,0,2,15,0,0.35,0.333,2010
83,黒瀬　春樹,西武,0.278,8,19,18,4,5,2,0,0,7,0,0,0,1,0,0,0,0,3,1,0.278,0.389,2010
85,宮本　慎也,ヤクルト,0.276,129,517,468,42,129,22,2,4,167,39,2,2,18,1,27,2,3,31,10,0.319,0.357,2010
86,小田　幸平,中日,0.274,37,95,84,5,23,8,0,0,31,11,0,0,2,2,6,4,1,14,1,0.323,0.369,2010
87,カスティーヨ,横浜,0.273,131,496,466,48,127,24,0,19,208,55,3,3,1,3,22,4,4,71,16,0.309,0.446,2010
87,脇谷　亮太,巨人,0.273,132,459,414,65,113,14,8,7,164,43,28,5,6,1,35,4,3,80,5,0.333,0.396,2010
87,大和,阪神,0.273,62,50,44,19,12,0,1,0,14,4,8,3,1,1,4,0,0,8,1,0.327,0.318,2010
87,細谷　圭,ロッテ,0.273,6,22,22,4,6,1,0,0,7,3,0,0,0,0,0,0,0,7,0,0.273,0.318,2010
91,森本　稀哲,日本ハム,0.272,115,505,408,65,111,11,3,2,134,30,10,3,55,1,36,0,5,71,12,0.338,0.328,2010
92,飯原　誉士,ヤクルト,0.27,130,492,430,62,116,20,3,15,187,48,8,8,5,2,36,0,19,74,10,0.351,0.435,2010
92,オーティズ,ソフトバンク,0.27,117,457,415,63,112,19,0,24,203,81,1,0,1,3,31,1,7,91,8,0.329,0.489,2010
94,荒金　久雄,オリックス,0.269,64,204,175,30,47,16,1,3,74,16,0,1,6,1,14,0,8,49,4,0.348,0.423,2010
94,坂　克彦,阪神,0.269,28,59,52,10,14,1,2,2,25,7,1,1,1,2,2,0,2,8,0,0.31,0.481,2010
96,金　泰均,ロッテ,0.268,141,614,527,68,141,22,0,21,226,92,0,0,0,9,74,1,4,140,24,0.357,0.429,2010
96,高須　洋介,楽天,0.268,102,421,369,27,99,16,0,6,133,48,1,1,12,3,30,0,7,44,10,0.333,0.36,2010
96,高橋　由伸,巨人,0.268,116,332,280,30,75,9,0,13,123,56,2,0,0,6,44,1,2,75,6,0.364,0.439,2010
96,武内　晋一,ヤクルト,0.268,109,162,142,25,38,9,0,6,65,22,0,0,0,0,16,2,4,38,1,0.358,0.458,2010
100,東出　輝裕,広島,0.267,108,492,454,53,121,15,7,1,153,40,10,7,10,1,26,0,1,55,4,0.307,0.337,2010
100,横山　徹也,オリックス,0.267,11,15,15,1,4,1,0,0,5,1,0,0,0,0,0,0,0,6,1,0.267,0.333,2010
102,中村　紀洋,楽天,0.266,129,521,473,51,126,23,0,13,188,64,0,1,1,2,44,2,1,84,18,0.329,0.397,2010
102,ルイーズ,楽天,0.266,81,312,282,35,75,16,0,12,127,38,0,0,0,1,26,1,3,114,6,0.333,0.45,2010
104,渡辺　直人,楽天,0.265,115,425,355,43,94,14,1,0,110,26,12,3,20,1,39,1,10,43,8,0.353,0.31,2010
104,新沼　慎二,横浜,0.265,27,52,49,1,13,1,0,0,14,3,0,0,1,0,2,0,0,7,2,0.294,0.286,2010
106,ブランコ,中日,0.264,134,561,493,71,130,21,0,32,247,86,0,0,0,2,57,3,9,158,13,0.349,0.501,2010
106,上本　達之,西武,0.264,91,232,212,24,56,8,0,4,76,25,2,0,3,0,14,0,3,54,7,0.319,0.358,2010
108,石原　慶幸,広島,0.263,122,408,369,33,97,19,0,8,140,41,4,4,6,1,29,5,3,81,10,0.321,0.379,2010
108,エドガー,巨人,0.263,100,327,289,26,76,18,1,12,132,44,2,2,2,1,34,3,1,67,7,0.342,0.457,2010
108,堂上　直倫,中日,0.263,82,301,259,23,68,12,1,5,97,30,0,0,14,1,25,4,2,35,11,0.331,0.375,2010
108,里崎　智也,ロッテ,0.263,78,295,247,40,65,10,0,10,105,29,1,0,2,1,40,1,5,91,8,0.375,0.425,2010
112,嶋　重宣,広島,0.262,123,377,343,48,90,21,0,14,153,46,0,2,0,3,25,0,6,53,7,0.321,0.446,2010
112,二岡　智宏,日本ハム,0.262,103,355,328,26,86,15,0,7,122,47,0,0,5,3,18,0,1,59,8,0.3,0.372,2010
112,浅村　栄斗,西武,0.262,30,55,42,11,11,1,1,2,20,9,2,0,1,1,8,0,3,8,2,0.407,0.476,2010
115,サブロー,ロッテ,0.261,125,513,452,58,118,15,2,19,194,71,2,1,2,1,56,0,2,118,14,0.344,0.429,2010
115,ペタジーニ,ソフトバンク,0.261,81,307,264,34,69,12,0,10,111,41,0,0,0,4,39,2,0,72,12,0.352,0.42,2010
115,金子　誠,日本ハム,0.261,77,291,264,30,69,10,0,5,94,34,2,2,15,0,12,0,0,60,7,0.293,0.356,2010
115,井端　弘和,中日,0.261,53,212,180,18,47,6,0,0,53,16,0,0,6,2,21,1,3,28,13,0.345,0.294,2010
115,田口　壮,オリックス,0.261,53,131,119,17,31,6,0,3,46,10,1,0,2,2,7,0,1,28,4,0.302,0.387,2010
115,大島　裕行,西武,0.261,51,121,115,10,30,4,0,2,40,11,0,0,2,2,2,0,0,26,3,0.269,0.348,2010
115,福田　秀平,ソフトバンク,0.261,44,29,23,15,6,2,0,0,8,3,3,0,4,0,2,0,0,8,0,0.32,0.348,2010
115,星　秀和,西武,0.261,33,27,23,4,6,1,0,0,7,1,1,0,2,0,2,0,0,5,0,0.32,0.304,2010
123,大松　尚逸,ロッテ,0.26,142,603,534,63,139,24,2,16,215,68,0,3,1,3,56,4,9,99,16,0.339,0.403,2010
124,岩本　貴裕,広島,0.259,61,220,212,29,55,7,1,14,106,36,0,2,1,1,6,0,0,57,4,0.279,0.5,2010
125,大島　洋平,中日,0.258,104,374,314,35,81,10,4,0,99,17,8,4,27,2,29,0,2,52,2,0.323,0.315,2010
125,紺田　敏正,日本ハム,0.258,55,76,66,13,17,4,0,1,24,5,6,2,2,1,7,0,0,18,1,0.324,0.364,2010
127,村田　修一,横浜,0.257,144,617,565,75,145,30,0,26,253,88,0,0,0,3,45,3,4,124,19,0.314,0.448,2010
127,草野　大輔,楽天,0.257,111,378,346,33,89,25,1,5,131,48,0,4,1,2,23,0,6,43,7,0.313,0.379,2010
127,カラバイヨ,オリックス,0.257,36,125,113,12,29,4,0,7,54,18,0,0,0,0,11,1,1,46,0,0.328,0.478,2010
130,ラロッカ,オリックス,0.256,42,158,133,16,34,8,0,7,63,21,0,1,0,1,15,0,9,18,3,0.367,0.474,2010
130,阿部　真宏,西武,0.256,64,157,125,22,32,8,0,1,43,10,0,0,9,0,21,0,2,14,5,0.372,0.344,2010
130,関本　賢太郎,阪神,0.256,79,98,78,12,20,5,1,3,36,12,1,0,3,0,15,0,2,24,2,0.389,0.462,2010
130,森岡　良介,ヤクルト,0.256,21,56,43,6,11,3,0,0,14,5,0,0,8,0,4,0,1,8,0,0.333,0.326,2010
130,山本　芳彦,広島,0.256,39,46,43,4,11,1,0,0,12,2,0,0,1,1,1,0,0,15,0,0.267,0.279,2010
135,長谷川　勇也,ソフトバンク,0.255,134,519,443,48,113,17,0,3,139,32,14,3,10,3,51,5,12,97,8,0.346,0.314,2010
135,松田　宣浩,ソフトバンク,0.255,113,458,424,61,108,20,3,19,191,71,17,3,8,6,14,2,6,90,7,0.284,0.45,2010
135,桜井　広大,阪神,0.255,89,272,243,22,62,7,1,9,98,30,1,0,0,2,23,0,4,50,5,0.327,0.403,2010
135,藤川　俊介,阪神,0.255,124,183,161,32,41,12,2,1,60,10,5,1,13,0,9,3,0,32,2,0.294,0.373,2010
139,桧山　進次郎,阪神,0.254,72,71,67,4,17,3,1,1,25,12,0,0,0,0,3,0,1,18,0,0.296,0.373,2010
140,スレッジ,横浜,0.252,129,533,469,57,118,27,0,28,229,78,0,0,0,0,60,0,4,136,10,0.341,0.488,2010
141,末永　真史,広島,0.25,21,66,60,5,15,2,1,0,19,2,3,1,1,0,5,0,0,20,1,0.308,0.317,2010
141,江川　智晃,ソフトバンク,0.25,20,47,44,3,11,6,1,0,19,8,0,1,1,1,1,0,0,18,0,0.261,0.432,2010
141,早坂　圭介,ロッテ,0.25,16,29,24,5,6,0,0,0,6,3,3,1,3,0,1,0,1,3,1,0.308,0.25,2010
141,野田　浩輔,西武,0.25,5,8,8,0,2,2,0,0,4,0,0,0,0,0,0,0,0,3,0,0.25,0.5,2010
141,小宮山　慎二,阪神,0.25,10,5,4,0,1,1,0,0,2,2,0,0,0,0,1,0,0,1,1,0.4,0.5,2010
141,西川　明,中日,0.25,3,5,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.4,0.25,2010
141,前田　章宏,中日,0.25,9,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0.25,0.5,2010
141,辻　俊哉,オリックス,0.25,5,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.25,0.25,2010
141,清水　誉,阪神,0.25,3,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.25,0.25,2010
150,佐藤　友亮,西武,0.249,98,199,173,30,43,5,1,2,56,16,5,5,10,2,12,0,2,26,3,0.302,0.324,2010
151,堂上　剛裕,中日,0.247,58,104,97,11,24,5,0,2,35,17,0,0,2,1,4,1,0,18,2,0.275,0.361,2010
152,福地　寿樹,ヤクルト,0.246,98,225,203,39,50,7,2,1,64,11,23,4,4,0,10,0,8,46,2,0.308,0.315,2010
152,フィオ,広島,0.246,44,151,126,13,31,4,0,2,41,15,2,0,2,1,19,1,3,37,3,0.356,0.325,2010
152,橋本　将,横浜,0.246,43,148,134,13,33,3,1,2,44,13,0,0,0,0,13,5,1,40,3,0.318,0.328,2010
155,天谷　宗一郎,広島,0.245,123,382,335,46,82,11,2,6,115,35,18,10,1,3,37,0,6,72,3,0.328,0.343,2010
155,デントナ,ヤクルト,0.245,99,333,294,33,72,17,0,15,134,50,0,0,0,6,32,0,1,99,9,0.315,0.456,2010
155,陽　岱鋼,日本ハム,0.245,109,281,253,35,62,12,3,2,86,31,8,1,10,2,12,0,4,70,4,0.288,0.34,2010
158,谷繁　元信,中日,0.244,110,367,308,23,75,15,0,7,111,32,0,1,11,1,42,4,5,81,5,0.343,0.36,2010
158,古城　茂幸,巨人,0.244,67,96,82,10,20,1,0,2,27,7,2,1,1,0,10,1,3,17,3,0.347,0.329,2010
158,今浪　隆博,日本ハム,0.244,29,50,45,1,11,1,0,0,12,3,0,0,2,0,3,0,0,11,1,0.292,0.267,2010
161,高橋　信二,日本ハム,0.242,70,272,244,21,59,6,0,3,74,31,0,0,0,0,23,1,5,34,4,0.32,0.303,2010
161,大崎　雄太朗,西武,0.242,28,67,62,7,15,6,0,1,24,4,0,0,1,0,2,0,2,12,0,0.288,0.387,2010
161,平石　洋介,楽天,0.242,28,38,33,4,8,3,0,0,11,0,0,0,0,0,4,1,1,5,0,0.342,0.333,2010
164,ブラウン,西武,0.241,118,479,424,53,102,20,0,21,185,76,2,3,0,4,49,2,2,101,11,0.319,0.436,2010
164,金本　知憲,阪神,0.241,144,396,353,39,85,12,0,16,145,45,1,1,0,1,39,0,3,90,3,0.321,0.411,2010
166,山崎　武司,楽天,0.239,141,598,540,58,129,26,1,28,241,93,1,0,0,6,45,1,7,147,10,0.303,0.446,2010
166,谷　佳知,巨人,0.239,84,195,176,16,42,6,0,2,54,10,2,3,4,1,13,1,1,32,4,0.293,0.307,2010
168,鶴岡　慎也,日本ハム,0.236,105,284,254,21,60,12,0,3,81,26,0,0,22,3,4,1,1,32,6,0.248,0.319,2010
168,大引　啓次,オリックス,0.236,85,260,216,33,51,9,3,2,72,23,0,0,15,3,25,0,1,52,4,0.314,0.333,2010
170,松中　信彦,ソフトバンク,0.235,79,267,238,28,56,5,1,11,96,35,3,0,0,2,24,1,3,44,4,0.311,0.403,2010
170,藤井　淳志,中日,0.235,63,184,166,17,39,6,3,1,54,8,3,1,9,1,7,0,1,38,1,0.269,0.325,2010
170,喜田　剛,オリックス,0.235,10,17,17,1,4,2,0,0,6,2,0,0,0,0,0,0,0,5,0,0.235,0.353,2010
173,中村　剛也,西武,0.234,85,354,304,50,71,14,2,25,164,57,1,0,0,3,44,5,3,111,7,0.333,0.539,2010
173,坪井　智哉,日本ハム,0.234,36,86,77,7,18,3,1,0,23,9,1,0,2,0,4,0,3,19,0,0.298,0.299,2010
175,中田　翔,日本ハム,0.233,65,230,210,20,49,5,1,9,83,22,0,0,0,2,15,0,3,61,8,0.291,0.395,2010
176,工藤　隆人,巨人,0.231,40,30,26,3,6,0,0,0,6,2,0,0,0,0,0,0,4,11,0,0.333,0.231,2010
176,福川　将和,ヤクルト,0.231,15,17,13,1,3,0,0,0,3,2,0,0,0,0,2,0,2,6,0,0.412,0.231,2010
178,大野　奨太,日本ハム,0.23,87,216,183,20,42,8,0,4,62,16,1,0,13,0,19,0,1,36,5,0.305,0.339,2010
178,藤本　敦士,ヤクルト,0.23,65,209,187,20,43,9,1,2,60,18,1,0,6,3,11,0,2,27,2,0.276,0.321,2010
180,森本　学,ソフトバンク,0.229,71,119,105,12,24,2,0,1,29,12,2,2,3,1,9,0,1,19,0,0.293,0.276,2010
180,一輝,オリックス,0.229,16,53,48,6,11,0,2,0,15,1,1,0,2,0,3,0,0,6,2,0.275,0.313,2010
180,鶴岡　一成,巨人,0.229,32,43,35,4,8,1,0,0,9,0,0,0,3,0,3,1,2,8,2,0.325,0.257,2010
183,今岡　誠,ロッテ,0.227,26,45,44,3,10,2,0,0,12,6,0,0,0,0,1,0,0,3,4,0.244,0.273,2010
183,衣川　篤史,ヤクルト,0.227,13,24,22,2,5,2,1,1,12,5,0,0,0,0,2,0,0,3,2,0.292,0.545,2010
185,李　ボム浩,ソフトバンク,0.226,48,139,124,11,28,4,0,4,44,8,1,0,3,0,11,0,1,33,2,0.294,0.355,2010
186,原　拓也,西武,0.225,103,209,169,23,38,7,1,2,53,17,0,0,12,1,22,0,5,37,2,0.33,0.314,2010
186,中村　真人,楽天,0.225,26,41,40,2,9,2,0,0,11,2,0,1,0,0,1,0,0,2,3,0.244,0.275,2010
188,藤井　彰人,楽天,0.222,8,19,18,1,4,1,0,0,5,2,0,0,0,0,1,0,0,4,0,0.263,0.278,2010
188,矢野　燿大,阪神,0.222,8,9,9,1,2,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0.222,0.222,2010
190,前田　智徳,広島,0.221,68,86,77,5,17,3,0,2,26,19,0,0,0,2,6,1,1,19,2,0.279,0.338,2010
191,ヒューバー,広島,0.22,80,209,177,20,39,7,0,7,67,17,0,0,0,0,25,0,7,42,6,0.34,0.379,2010
191,英智,中日,0.22,68,147,127,15,28,3,1,1,36,9,8,0,10,1,6,0,3,20,3,0.27,0.283,2010
191,松元　ユウイチ,ヤクルト,0.22,35,45,41,2,9,2,0,1,14,6,0,0,1,0,1,0,2,4,4,0.273,0.341,2010
194,飯山　裕志,日本ハム,0.219,72,160,137,12,30,0,0,1,33,12,2,1,15,3,5,0,0,40,2,0.241,0.241,2010
195,野本　圭,中日,0.218,118,277,238,17,52,7,2,4,75,27,0,1,9,3,26,2,1,53,3,0.295,0.315,2010
195,前田　大輔,オリックス,0.218,28,65,55,7,12,1,0,1,16,6,0,0,4,1,4,0,1,12,1,0.279,0.291,2010
197,赤田　将吾,オリックス,0.217,79,290,253,42,55,8,1,8,89,34,3,1,14,1,22,0,0,66,5,0.279,0.352,2010
197,金子　圭輔,オリックス,0.217,31,51,46,2,10,2,1,0,14,2,4,1,2,0,2,0,1,16,1,0.265,0.304,2010
199,柴原　洋,ソフトバンク,0.216,69,146,134,9,29,8,0,4,49,20,1,0,4,0,8,0,0,22,6,0.261,0.366,2010
200,セサル,中日,0.215,51,194,186,16,40,7,0,1,50,10,2,4,1,0,7,0,0,45,8,0.244,0.269,2010
200,小山　桂司,中日,0.215,35,76,65,5,14,3,0,0,17,4,0,0,3,3,5,0,0,20,3,0.26,0.262,2010
202,西村　弥,楽天,0.214,73,48,42,14,9,1,1,0,12,3,5,1,3,0,3,0,0,16,0,0.267,0.286,2010
202,上田　剛史,ヤクルト,0.214,39,47,42,5,9,3,0,0,12,2,0,0,2,0,1,0,2,10,0,0.267,0.286,2010
202,狩野　恵輔,阪神,0.214,32,46,42,7,9,0,0,2,15,5,0,0,0,0,3,1,1,9,1,0.283,0.357,2010
202,吉本　亮,ヤクルト,0.214,22,31,28,1,6,3,0,0,9,2,0,0,1,1,1,0,0,7,0,0.233,0.321,2010
202,小田嶋　正邦,巨人,0.214,14,15,14,0,3,0,0,0,3,1,0,0,0,0,1,0,0,5,0,0.267,0.214,2010
202,尾崎　匡哉,日本ハム,0.214,9,15,14,2,3,2,0,0,5,0,0,0,0,0,1,0,0,3,2,0.267,0.357,2010
202,北　篤,横浜,0.214,8,14,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0.214,0.214,2010
209,下山　真二,オリックス,0.213,31,89,80,12,17,3,1,1,25,7,0,0,2,0,7,0,0,17,3,0.276,0.313,2010
210,山崎　勝己,ソフトバンク,0.21,77,236,205,12,43,9,0,2,58,18,0,0,16,1,11,2,2,71,2,0.256,0.283,2010
211,坂田　遼,西武,0.209,39,114,91,18,19,4,0,8,47,18,0,0,2,0,15,0,6,37,2,0.357,0.516,2010
211,神戸　拓光,ロッテ,0.209,26,48,43,2,9,1,0,1,13,7,0,0,0,1,3,1,1,13,0,0.271,0.302,2010
213,金城　龍彦,横浜,0.208,96,149,130,9,27,7,0,1,37,10,0,0,4,0,15,1,0,17,3,0.29,0.285,2010
213,枡田　慎太郎,楽天,0.208,17,54,48,7,10,3,0,0,13,1,0,0,0,0,6,0,0,13,0,0.296,0.271,2010
215,小窪　哲也,広島,0.207,81,244,208,17,43,7,0,1,53,24,0,0,6,4,21,0,5,31,9,0.29,0.255,2010
215,葛城　育郎,阪神,0.207,42,66,58,5,12,2,0,1,17,3,0,0,1,0,7,0,0,12,3,0.292,0.293,2010
215,村田　和哉,日本ハム,0.207,19,37,29,2,6,0,0,0,6,2,0,1,3,2,3,0,0,4,1,0.265,0.207,2010
218,井野　卓,楽天,0.206,14,38,34,2,7,0,0,0,7,2,0,0,4,0,0,0,0,9,1,0.206,0.206,2010
219,吉村　裕基,横浜,0.205,49,141,132,12,27,4,0,3,40,11,0,2,1,3,5,0,0,41,5,0.229,0.303,2010
219,南　竜介,ロッテ,0.205,57,95,83,16,17,2,0,1,22,4,3,0,1,0,9,0,2,23,2,0.298,0.265,2010
221,Ｇ．Ｇ．佐藤,西武,0.204,53,179,162,13,33,4,0,6,55,19,1,1,0,4,12,0,1,52,1,0.257,0.34,2010
222,田上　秀則,ソフトバンク,0.203,84,255,232,19,47,11,0,7,79,25,0,0,11,1,10,0,1,61,6,0.238,0.341,2010
223,井手　正太郎,横浜,0.202,49,114,104,7,21,8,0,1,32,5,1,1,3,0,7,0,0,22,4,0.252,0.308,2010
223,小池　正晃,中日,0.202,54,99,84,3,17,2,1,1,24,5,0,1,6,0,5,2,4,20,2,0.28,0.286,2010
225,城所　龍磨,ソフトバンク,0.2,95,43,35,16,7,1,2,0,12,4,12,4,3,1,4,0,0,17,0,0.275,0.343,2010
225,下窪　陽介,横浜,0.2,3,6,5,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.333,0.2,2010
225,桑原　義行,横浜,0.2,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.2,0.2,2010
225,中谷　翼,広島,0.2,2,5,5,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0.2,0.4,2010
229,ガイエル,ヤクルト,0.199,81,309,251,33,50,7,0,16,105,41,0,3,0,0,42,1,16,70,3,0.35,0.418,2010
230,フィリップス,楽天,0.198,26,92,81,11,16,2,0,2,24,12,0,0,0,1,9,0,1,21,2,0.283,0.296,2010
231,根元　俊一,ロッテ,0.196,53,61,51,4,10,2,0,1,15,6,0,0,4,0,5,0,1,19,1,0.281,0.294,2010
232,鬼崎　裕司,ヤクルト,0.195,60,96,87,9,17,3,0,1,23,5,0,1,3,0,5,0,0,25,0,0.239,0.264,2010
233,細川　亨,西武,0.191,112,341,293,28,56,10,2,8,94,33,1,1,23,0,20,1,5,84,4,0.255,0.321,2010
234,早川　大輔,横浜,0.19,31,100,79,14,15,1,0,1,19,6,6,2,9,0,11,0,1,14,0,0.297,0.241,2010
234,川本　良平,ヤクルト,0.19,42,88,79,9,15,3,0,2,24,9,1,1,0,2,6,0,1,18,2,0.25,0.304,2010
234,中川　裕貴,中日,0.19,13,21,21,2,4,1,0,1,8,2,0,0,0,0,0,0,0,5,0,0.19,0.381,2010
237,セギノール,オリックス,0.189,11,38,37,1,7,3,0,0,10,3,0,0,0,0,0,0,1,11,0,0.211,0.27,2010
238,塩崎　真,オリックス,0.188,35,56,48,5,9,0,0,1,12,1,0,0,2,0,5,0,1,13,2,0.278,0.25,2010
